Unique ID,Geo Category,Regional Jurisdiction,Local Jurisdiction,Issuing Authority,Language,Issuance Type,Weblink,Phase,MVP Desired Source? (March 2021),Contract Alignment,Added as part of pilot work? (Y),Planned Ingestion Date,Target Ingestion Date (Month),Actual Ingestion Date,Statutes/Regulations or  Proposed/Monitoring,In SHRP Inventory?,Legal Monitoring? (Domestic),International Monitoring?,Frequency of Ingestion/Updates,"Ingestion Start Date (ideal to align w/UAT for MVP, should be prior to 3/26/2021)",Lookback on historical content (Y/N)?,Document Level View,Related Issuance Type(s),Citation Standard,Lowest level citation in inventory,Notes,Innodata,DCL,2020, 2021, 2022, 2023,Notes 2,Duplicate ID,Proprietary Sources,Source Display Name,Universal SDC Issuance Type
001734,International,Canada,Ontario,Ontario Securities Commission (OSC),English,OSC Rules,https://www.osc.gov.on.ca/en/SecuritiesLaw_irps_index.htm,8,,2021 Contract,,2022-08-02 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,,checked,,P0,,,,,,,ADMINISTRATIVE_COMPILATION
001080,US State,United States,Oregon,Oregon State Legislature,English,Oregon - Register,https://secure.sos.state.or.us/oard/displayBulletins.action,2,checked,,,2021-05-03 00:00,,,Proposed/Monitoring,,checked,,Weekly,1/1/2021,N,Register entry,,,,,checked,,,P2,,,,,,,
001527,US State,United States,Oregon,Oregon State Legislature,English,Oregon - Bills,https://www.oregonlegislature.gov/bills_laws/listbills/2020R1SessionBills.html,2,checked,,,2021-05-03 00:00,,,Proposed/Monitoring,,checked,,Daily,1/1/2021,N,whole document (Bill),Oregon - Revised Statutes,,,,checked,,,P2,,,,,,,
000790,US State,United States,Pennsylvania,Pennsylvania State Legislature,English,Pennsylvania - Bills,https://www.legis.state.pa.us/cfdocs/legis/home/bills/,1,checked,,,2021-03-19 00:00,,,Proposed/Monitoring,,checked,,Daily,1/1/2021,N,whole document (Bill),Pennsylvania - Revised Statutes,,,,checked,,,P1,,,,,,,
001081,US State,United States,Pennsylvania,Pennsylvania State Legislature,English,Pennsylvania - Register,https://www.pacodeandbulletin.gov/,1,checked,,,2021-03-19 00:00,,,Proposed/Monitoring,,checked,,Weekly,1/1/2021,N,Register entry,,,,,checked,,,P1,,,,,,,
001394,International,APAC,Philippines,Philippines National Privacy Commission,English,Philippines National Privacy Commission Advisory Opinions,https://www.privacy.gov.ph/advisory-opinions/,11,,,,2023-06-23 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,checked,,,,,P4,,,,,
001395,International,APAC,Philippines,Philippines Securities and Exchange Commission,English,Philippines Securities and Exchange Commission Memorandum Circulars,http://www.sec.gov.ph/public-information-2/sec-issuances/securities-and-exchange-commission-memorandum-circulars/by-year/,11,,,,2023-06-23 00:00,,,Proposed/Monitoring,checked,,checked,,,,,,,,,checked,,,,,P4,,,,,
001396,International,APAC,Philippines,Bangko Sentral ng Pilipinas,English,Bangko Sentral ng Pilipinas Circulars,http://www.bsp.gov.ph/regulations/regulations.asp?type=1,11,,,,2023-06-23 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,checked,,,,,P4,,,,,
001399,International,APAC,Philippines,Philippine Economic Zone Authority (PEZA),English,Philippine Economic Zone Authority Press Releases,http://www.peza.gov.ph/index.php/press-release,11,,,,2023-06-23 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,checked,,,,,P4,,,,,
001400,International,APAC,Philippines,Philippine Health Insurance Corporation,English,Philippine Health Insurance Corporation Circulars,https://www.philhealth.gov.ph/circulars/2020/,11,,,,2023-06-23 00:00,,,Proposed/Monitoring,checked,,checked,,,,,,,,,checked,,,,,P4,,,,,
001401,International,APAC,Philippines,Philippines Department of Labor and Employment (DOLE),English,Philippines Labor Code,https://www.dole.gov.ph/php_assets/uploads/2017/11/LaborCodeofthePhilippines20171.pdf,11,,,,2023-06-23 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,,,P4,,,,,
001402,International,APAC,Philippines,Philippines Department of Labor and Employment (DOLE),English,Philippines DOLE Department Orders,https://www.dole.gov.ph/department-orders/,11,,,,2023-06-23 00:00,,,Proposed/Monitoring,checked,,checked,,,,,,,,,checked,,,,,P4,,,,,
001432,International,APAC,Philippines,Philippines Bureau of Customs,English,Philippines Bureau of Customs Memorandum Circulars,http://customs.gov.ph/customs-memorandum-circular-cmc-2020/,11,,,,2023-06-23 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,checked,,,,,P4,,,,,
001433,International,APAC,Philippines,Philippines Bureau of Internal Revenue,English,Philippines Bureau of Internal Revenue Memorandum Circulars,https://www.bir.gov.ph/index.php/revenue-issuances/revenue-memorandum-circulars/2020-revenue-memorandum-circulars.html,11,,,,2023-06-23 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,checked,,,,,P4,,,,,
001442,International,APAC,Philippines,Anti-Money Laundering Council (AMLC),English,Anti-Money Laundering Council (AMLC) News and Announcements,http://www.amlc.gov.ph/news-and-announcements#,11,,,,2023-06-23 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,checked,,,,,P4,,,,,
001454,International,APAC,Philippines,Department of Environment and Natural Resources ,English,Department of Environment and Natural Resources Administrative Orders,https://www.denr.gov.ph/index.php/laws-and-policies,11,,,,2023-06-23 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,checked,,,,,P4,,,,,
001455,International,APAC,Philippines,Philippines Intellectual Property Office,English,Philippines Intellectual Property Office Memorandum Circulars,https://www.ipophil.gov.ph/administrative-issuances/,11,,,,2023-06-23 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,checked,,,,,P4,,,,,
001460,International,APAC,Philippines,Philippines Government,English,Senate of the Philippines Bills,http://www.senate.gov.ph/lis/leg_sys.aspx?congress=18&type=bill,11,,,,2023-06-23 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,checked,,,,,P4,,,,,
001642,International,APAC,Philippines,Philippines National Privacy Commission,English,Philippines Data Privacy Act,https://www.privacy.gov.ph/data-privacy-act/,11,,,,2023-06-23 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,,,P4,,,,,
001740,International,APAC,Philippines,Philippines Government,English,Philippines Republic Acts,https://www.officialgazette.gov.ph/section/republic-acts/,11,,,,2023-06-23 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,,,P4,,,,,
001741,International,APAC,Philippines,Philippines Securities and Exchange Commission,English,Corporate Code of the Philippines,http://www.sec.gov.ph/laws-rules-decisions-and-resolutions/legislation/,11,,,,2023-06-23 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,,,P4,,,,,
001650,International,Canada,Prince Edward Island,PEI Legislature,English/French,Prince Edward Island Acts and Regulations,https://www.princeedwardisland.ca/en/legislation/all/all/all,8,,,,2022-08-02 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,,checked,,,P3,,,,,,STATUTORY_COMPILATION
000793,US State,United States,Puerto Rico,Puerto Rico State Legislature,English,Puerto Rico - Revised Statutes,https://advance.lexis.com/container?config=0151JABiZDY4NzhiZS1hN2IxLTRlYzUtOTg3Yi1hNzIxN2RlMDM1ZDIKAFBvZENhdGFsb2eo3IN9q6nyuOdhcatJGdcs&crid=fca7da32-9fe6-49c2-bcae-f88d2403c9bc&prid=60ba4d92-dbd6-4a07-bab0-780b63a0e8cc,3,checked,2021 Contract,,2021-06-25 00:00,,,Statutes/Regulations,checked,,,Monthly,1/1/2021,n/a (versioned),Chapter,,,,,checked,,,P3,,,,,Lexis,,
001086,US State,United States,Puerto Rico,Puerto Rico State Legislature,Spanish,Puerto Rico - Register,http://app.estado.gobierno.pr/ReglamentosOnLine/ReglOnLine.aspx,3,checked,,,2021-06-25 00:00,,,Proposed/Monitoring,,checked,,Weekly,1/1/2021,N,Register entry,,,,,checked,,,P3,,,,,,,
001648,International,Canada,Quebec,Quebec Legislature,English/French,Consolidated Statutes of Quebec,http://www.legisquebec.gouv.qc.ca/en/BrowseChapter?corpus=statutes,8,,,,2022-08-02 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,,checked,,,P3,,,,,,STATUTORY_COMPILATION
001649,International,Canada,Quebec,Quebec Legislature,English/French,Consolidated Regulations of Quebec,http://www.legisquebec.gouv.qc.ca/en/BrowseChapter?corpus=regs,8,,,,2022-08-02 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,,checked,,,P3,,,,,,ADMINISTRATIVE_COMPILATION
000794,US State,United States,Rhode Island,Rhode Island State Legislature,English,Rhode Island - Bills,http://webserver.rilin.state.ri.us/BillText19/,3,checked,,,2021-06-25 00:00,,,Proposed/Monitoring,,checked,,Daily,1/1/2021,N,whole document (Bill),Rhode Island - Revised Statutes,,,,,checked,,P2,,,,,,,SESSION_LAWS
001579,International,Canada,Saskatchewan,Saskatchewan Legislature,English/French,Consolidated Statutes of Saskatchewan,https://www.canlii.org/en/sk/laws/stat/,8,,,,2022-08-02 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,,checked,,,P3,,,,,,STATUTORY_COMPILATION
001735,International,Canada,Saskatchewan,Saskatchewan Legislature,English,Consolidated Regulations of Saskatchewan,https://www.canlii.org/en/sk/laws/regu/,8,,,,2022-08-02 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,,checked,,,P3,,,,,,ADMINISTRATIVE_COMPILATION
000358,International,APAC,Singapore,Monetary Authority of Singapore (MAS),English,Monetary Authority of Singapore (MAS) - Notices,https://www.mas.gov.sg/regulation/regulations-and-guidance?content_type=Notices,10,,,,2023-03-24 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,,,P4,,,,,
001129,International,APAC,Singapore,Monetary Authority of Singapore (MAS),English,Monetary Authority of Singapore (MAS)- Acts,https://www.mas.gov.sg/regulation/regulations-and-guidance?content_type=Acts&page=2,10,,,,2023-03-24 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,,,P4,,,,,
001130,International,APAC,Singapore,Monetary Authority of Singapore (MAS),English,Monetary Authority of Singapore (MAS) - Guidelines,https://www.mas.gov.sg/regulation/regulations-and-guidance?page=1&content_type=Guidelines,10,,,,2023-03-24 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,,,P4,,,,,
001131,International,APAC,Singapore,Monetary Authority of Singapore (MAS),English,Monetary Authority of Singapore (MAS) - Codes,https://www.mas.gov.sg/regulation/regulations-and-guidance?page=1&content_type=Codes,10,,,,2023-03-24 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,,,P4,,,,,
001439,International,APAC,Singapore,Monetary Authority of Singapore (MAS),English,MAS News Releases,https://www.mas.gov.sg/news,10,,,,2023-03-24 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,checked,,,,,P4,,,,,
001440,International,APAC,Singapore,Republic of Singapore,English,Republic of Singapore Press Releases,https://www.sgpc.gov.sg/,10,,,,2023-03-24 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,checked,,,,,P4,,,,,
001441,International,APAC,Singapore,Personal Data Protection Commission of Singapore,English,Personal Data Protection Commission of Singapore Announcements,https://www.pdpc.gov.sg/News-and-Events/Announcements?year=all&page=1,10,,,,2023-03-24 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,checked,,,,,P4,,,,,
001443,International,APAC,Singapore,Ministry of Manpower ,English,Singapore Ministry of Manpower Press Room,https://www.mom.gov.sg/newsroom,10,,,,2023-03-24 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,,checked,,,,P4,,,,,ADMINISTRATIVE_GUIDANCE
001581,International,APAC,Singapore,Government of Singapore,English,Singapore Statutes (Acts),https://sso.agc.gov.sg/Browse/Act/Current,10,,,,2023-03-24 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,,checked,,,,P4,,,,,STATUTORY_COMPILATION
001639,International ,APAC,Singapore,Ministry of Manpower,English,Japan Ministry of Manpower Guidelines,https://www.mom.gov.sg/employment-practices/tripartism-in-singapore/tripartite-guidelines-and-advisories,9,,,,2022-12-22 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,,P3,,,,,,
001640,International ,APAC,Singapore,Singapore Government,English,Singapore Statutes (subsidiary legislation),https://sso.agc.gov.sg/Index,10,,,,2023-03-24 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,,checked,,,,P4,,,,,STATUTORY_COMPILATION
000799,US State,United States,South Carolina,South Carolina State Legislature,English,South Carolina - Ratifications & Acts,https://www.scstatehouse.gov/newlaws.php,1,checked,,,2021-03-19 00:00,,,Proposed/Monitoring,,,,Daily,1/1/2021,N,whole document (Bill),South Carolina - South Carolina Code of Laws,,,,checked,,,P1,,,,,,,
000803,US State,United States,South Carolina,South Carolina State Legislature,English,South Carolina - South Carolina State Register,https://www.scstatehouse.gov/state_register.php,1,checked,,,2021-03-19 00:00,,,Proposed/Monitoring,,checked,,Daily,1/1/2021,N,Register entry,,,,,checked,,,P1,,,,,,,
000805,US State,United States,South Dakota,South Dakota State Legislature,English,South Dakota - Bills,https://sdlegislature.gov/Legislative_Session/Bills/Default.aspx?Session=2019,3,checked,,,2021-06-25 00:00,,,Proposed/Monitoring,,checked,,Daily,1/1/2021,N,whole document (Bill),South Dakota - Revised Statutes,,,,,checked,,P2,,,,,,,SESSION_LAWS
000807,US State,United States,South Dakota,South Dakota State Legislature,English,South Dakota - Register,http://sdlegislature.gov/Rules/RegisterArchive.aspx,3,checked,,,2021-06-25 00:00,,,Proposed/Monitoring,,checked,,Weekly,1/1/2021,N,Register entry,,,,,,checked,,P2,,,,,,,ADMINISTRATIVE_REGISTER
001444,International,EMEA,Sweden,Datainspektionen,Swedish,Datainspektionen Nyheter,https://www.datainspektionen.se/nyheter/,7,,,,2022-06-24 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,checked,,,P2,,,,,,,
001602,International,EMEA,Sweden,Swedish Parliament,Swedish,Swedish Code of Statutes - Svensk forfattningssamling (SMS),https://lagrummet.se/rattsinformation/lagar-och-forordningar,7,,2021 Contract,,2022-06-24 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,P0,,,,,,,
001403,International,APAC,Taiwan,Taiwan Financial Supervisory Commission,Mandarin/English,Taiwan Financial Supervisory Commission Laws,https://law.fsc.gov.tw/law/EngLawQuery.aspx,9,,,,2022-12-22 00:00,,,Statutes/Regulations,,,checked,,,,,,,,,checked,,,,P3,,,,,,
001445,International,APAC,Taiwan,Taiwan Ministry of Justice,English/Mandarin,Taiwan Ministry of Justice News,https://www.moj.gov.tw/lp-418-095.html,9,,,,2022-12-22 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,checked,,,,P3,,,,,,
001446,International,APAC,Taiwan,Taiwan Government,English/Mandarin,Taiwan Government News,https://www.taiwan.gov.tw/news.php,9,,,,2022-12-22 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,checked,,,,P3,,,,,,
001632,International ,APAC,Taiwan,Republic of China (Taiwan),English,Taiwanese Law (Legislative Yuan & President),https://law.moj.gov.tw/Eng/,9,,,,2022-12-22 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,,P3,,,,,,
001633,International ,APAC,Taiwan,Republic of China (Taiwan),English,Taiwan Civil Code,https://law.moj.gov.tw/ENG/LawClass/LawAll.aspx?pcode=B0000001,9,,,,2022-12-22 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,,P3,,,,,,
000810,US State,United States,Tennessee,TennesseeState Legislature,English,Tennessee - Administrative Register,https://sos.tn.gov/products/division-publications/administrative-register,2,checked,,,2021-05-03 00:00,,,Proposed/Monitoring,,checked,,Weekly,1/1/2021,N,Register entry,,,,,,checked,,P1,,,,,,,ADMINISTRATIVE_REGISTER
001528,US State,United States,Tennessee,Tennessee State Legislature,English,Tennessee - Bills,http://wapp.capitol.tn.gov/apps/indexes/,2,checked,,,2021-05-03 00:00,,,Proposed/Monitoring,,checked,,Daily,1/1/2021,N,whole document (Bill),,,,,,checked,,P1,,,,,,,SESSION_LAWS
000817,US State,United States,Texas,Texas State Legislature,English,Texas - Register,https://www.sos.state.tx.us/texreg/index.shtml,1,checked,,,2021-03-19 00:00,,,Proposed/Monitoring,,checked,,Weekly,1/1/2021,N,Register entry,,<vol. no.> Tex Reg. <page no.>,page level,In outline would ideally be organized by year (volume could be parenthetical),,checked,,P1,,,,,,,ADMINISTRATIVE_REGISTER
001529,US State,United States,Texas,Texas State Legislature,English,Texas - Bills,https://lrl.texas.gov/legis/billsearch/index.cfm,1,checked,,,2021-03-19 00:00,,,Proposed/Monitoring,,checked,,Daily,1/1/2021,N,whole document (Bill),Texas - Revised Statutes,,,,,checked,,P1,,,,,,,SESSION_LAWS
001397,International,APAC,Thailand,Bank of Thailand,Thai,Bank of Thailand Circulars,https://www.bot.or.th/App/FIPCS/Thai/PFIPCS_list.aspx,11,,,,2023-06-23 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,checked,,,,,P4,,,,,
001449,International,APAC,Thailand,Government of Thailand,English/Thai,Thailand Government News,https://www.thaigov.go.th/news/contents/index/1200,11,,,,2023-06-23 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,checked,,,,,P4,,,,,
001459,International,APAC,Thailand,Thailand Ministry of Commerce,English/Thai,Thailand Ministry of Commerce News Center,https://www.moc.go.th/index.php/moc-news-center-eng.html,11,,,,2023-06-23 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,checked,,,,,P4,,,,,
001628,International ,APAC,Thailand,Government of Thailand,English,Thai Acts and Statutes,http://www.thailaws.com/,11,,,,2023-06-23 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,,,P4,,,,,
001629,International ,APAC,Thailand,Bank of Thailand,English/Thai,Bank of Thailand Notifications,https://www.bot.or.th/App/FIPCS/Eng/PFIPCS_list.aspx,11,,,,2023-06-23 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,,,P4,,,,,
001630,International ,APAC,Thailand,Government of Thailand,English,Consitution of Thailand,http://constitutionnet.org/sites/default/files/2017-05/CONSTITUTION+OF+THE+KINGDOM+OF+THAILAND+(B.E.+2560+(2017)).pdf,11,,,,2023-06-23 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,,,P4,,,,,
001631,International ,APAC,Thailand,Bank of Thailand,English,Bank of Thailand Policy,https://www.bot.or.th/Thai/FIPCS/Documents/FPG/2554/EngPDF/25540224.pdf,11,,,,2023-06-23 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,,,P4,,,,,
001062,International,APAC,United Arab Emirates,Dubai Financial Services Authority (DFSA),English,DFSA Rulebook,https://dfsaen.thomsonreuters.com/rulebook/dubai-financial-services-authority-dfsa,7,,2021 Contract,,2022-06-24 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,P0,,,,,,,
001408,International,EMEA,United Arab Emirates,Dubai Financial Services Authority (DFSA),English,DFSA Consultation Papers,https://dfsaen.thomsonreuters.com/rulebook/current-papers,7,,,,2022-06-24 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,checked,,,P2,,,,,,,
001409,International,EMEA,United Arab Emirates,Dubai Financial Services Authority (DFSA),English,DFSA Notice of Amendments to Legislation,https://dfsaen.thomsonreuters.com/rulebook/amendments-legislation,7,,,,2022-06-24 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,checked,,,P2,,,,,,,
001410,International,EMEA,United Arab Emirates,Central Bank of the UAE,English,Central Bank of the UAE Press Releases,https://www.centralbank.ae/en/about-us/media-center#collapseNews,7,,,,2022-06-24 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,checked,,,P2,,,,,,,
001411,International,EMEA,United Arab Emirates,Securities and Commodities Authority,English,Securities and Commodities Authority News Releases,https://www.sca.gov.ae/en/media-center/news.aspx#page=1,7,,,,2022-06-24 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,checked,,,P2,,,,,,,
001412,International,EMEA,United Arab Emirates,Ministry of Human Resources & Emiratisation (UAE),English,Ministry of Human Resources & Emiratisation Resolutions and Circulars,https://www.mohre.gov.ae/en/laws-legislation/announcements.aspx,7,,,,2022-06-24 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,checked,,,P2,,,,,,,
001585,International,EMEA,United Arab Emirates,Dubai International Financial Centre (DIFC) and Dubai Financial Services Authority (DFSA),English,Dubai International Financial Centre (DIFC) Laws and Regulations,https://www.difc.ae/business/laws-regulations/legal-database/#archived,7,,2021 Contract,,2022-03-25 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,P0,,,,,,,
001603,International,EMEA,United Arab Emirates,Federal Legislator of UAE,English,UAE Penal Code,https://www.adjd.gov.ae/sites/Authoring/AR/ELibrary%20Books/E-Library/PDFs/Penal%20Code.pdf,7,,2021 Contract,,2022-06-24 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,P0,,,,,,,
001604,International,EMEA,United Arab Emirates,UAE Ministry of Justice,Arabic / English,UAE Federal Laws,https://elaws.moj.gov.ae/engLEGI.aspx,7,,2021 Contract,,2022-06-24 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,P0,,,,,,,
000443,International,EMEA,United Kingdom,ICAP,English,ICAP Rulebook,http://www.icap.com/~/media/files/Icap-Corp/pdfs-SEF/20150612_ICAP-r-4.PDF,7,,2021 Contract,,2022-06-24 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,P0,,,,,,,
000446,International,EMEA,United Kingdom,United Kingdom Government,English,UK Legislation,http://www.legislation.gov.uk/,7,,2021 Contract,,2022-06-24 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,P0,,,,,,,
000447,International,EMEA,United Kingdom,united Kingdom Joint Money Laundering Steering Group,English,UK JMLSG Guidance,http://www.jmls.org.uk/industry-guidance/article/jmlsg-guidance-current,7,,2021 Contract,,2022-06-24 00:00,,,Proposed/Monitoring,checked,,,,,,,,,,,checked,,,P0,,,,,,,
000448,International,EMEA,United Kingdom,United Kingdom Prudential Regulation Authority,English,UK PRA Rulebook,http://www.prarulebook.co.uk/,7,,2021 Contract,,2022-06-24 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,P0,,,,,,,
000449,International,EMEA,United Kingdom,United Kingdom Takeover Panel,English,UK Takeover Panel Code,http://www.thetakeoverpanel.org.uk/the-code,7,,2021 Contract,,2022-06-24 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,P0,,,,,,,
001324,International,EMEA,United Kingdom,HM Treasury,English,HM Treasury Guidance,https://www.gov.uk/search/guidance-and-regulation?organisations%5B%5D=hm-treasury&parent=hm-treasury,7,,,,2022-06-24 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,,checked,,,P3,,,,,,ADMINISTRATIVE_GUIDANCE
001325,International,EMEA,United Kingdom,HM Treasury,English,Hm Treasury News,https://www.gov.uk/search/news-and-communications?organisations%5B%5D=hm-treasury&parent=hm-treasury,7,,,,2022-06-24 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,,checked,,,P3,,,,,,ADMINISTRATIVE_GUIDANCE
001326,International,EMEA,United Kingdom,Financial Conduct Authority (FCA),English,FCA Handbook,https://www.handbook.fca.org.uk/handbook,7,,2021 Contract,,2022-06-24 00:00,,,Statutes/Regulations,checked,,checked,,,,,,,,,checked,,,P0,,,,,,,
001327,International,EMEA,United Kingdom,Financial Conduct Authority (FCA),English,FCA Instruments,https://www.handbook.fca.org.uk/instrument,7,,2021 Contract,,2022-06-24 00:00,,,Statutes/Regulations,,,checked,,,,,,,,,checked,,,P0,,,,,,,
001328,International,EMEA,United Kingdom,Bank of England,English,Prudential Regulation Publications,https://www.bankofengland.co.uk/news/prudential-regulation,7,,,,2022-06-24 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,,checked,,,P3,,,,,,ADMINISTRATIVE_GUIDANCE
001329,International,EMEA,United Kingdom,Bank of England,English,Bank of England Weekly Reports,https://www.bankofengland.co.uk/news/publications,7,,,,2022-06-24 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,,checked,,,P3,,,,,,ADMINISTRATIVE_GUIDANCE
001330,International,EMEA,United Kingdom,Competition and Markets Authority (CMA),English,Competition and Markets Authority News,https://www.gov.uk/search/all?organisations%5B%5D=competition-and-markets-authority&order=updated-newest&parent=competition-and-markets-authority,7,,,,2022-06-24 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,,checked,,,P3,,,,,,ADMINISTRATIVE_GUIDANCE
001456,International,EMEA,United Kingdom,Information Commissioner's Office (ICO) ,English,ICO Enforcement Actions,https://ico.org.uk/action-weve-taken/enforcement/,7,,,,2022-06-24 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,,checked,,,P3,,,,,,ADMINISTRATIVE_GUIDANCE
001457,International,EMEA,United Kingdom,Parliament of the United Kingdom,English,UK Parliament Bills,https://services.parliament.uk/bills/,7,,,,2022-06-24 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,,checked,,,P3,,,,,,SESSION_LAWS
001458,International,EMEA,United Kingdom,National Cyber Security Centre (NCSC),English,NCSC News,https://www.ncsc.gov.uk/section/keep-up-to-date/ncsc-news?q=&defaultTypes=news&sort=date%2Bdesc&start=0&rows=20,7,,,,2022-06-24 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,,checked,,,P3,,,,,,ADMINISTRATIVE_GUIDANCE
001605,International,EMEA,United Kingdom,Senior Appellate Courts of the UK,English,UK Common Law,http://www.bailii.org/,7,,2021 Contract,,2022-06-24 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,P0,,,,,,,
001606,International,EMEA,United Kingdom,United Kingdom Government,English,UK Draft Statutory Instruments,https://www.legislation.gov.uk/ukdsi,7,,2021 Contract,,2022-06-24 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,P0,,,,,,,
001607,International,EMEA,United Kingdom,United Kingdom Government,English,UK Public General Acts,https://www.legislation.gov.uk/ukpga,7,,2021 Contract,,2022-06-24 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,P0,,,,,,,
001608,International,EMEA,United Kingdom,United Kingdom Government,English,UK Statutory Instruments,https://www.legislation.gov.uk/uksi,7,,2021 Contract,,2022-06-24 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,P0,,,,,,,
001746,International,EMEA,United Kingdom,FICC Markets Standards Board,English,FMSB Standards & Publications,https://fmsb.com/our-publications/#index-of-fmsb-publications,7,,,,2022-06-24 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,,checked,,,P3,,,,,,ADMINISTRATIVE_GUIDANCE
000466,US Federal,United States,United States of America,(HUD) Federal Housing Administration,English,HUD Press Releases,http://portal.hud.gov/hudportal/HUD?src=/press/press_releases_media_advis,4,checked,,,2021-09-22 00:00,,,Proposed/Monitoring,,checked,,Daily,1/1/2021,N,whole document (Press Release),,,whole document level,,checked,,,P3,,,,,,,
000477,US Federal,United States,United States of America,Commodities Future Trading Commission,English,CFTC Industry Oversight AML,http://www.cftc.gov/IndustryOversight/AntiMoneyLaundering/index.htm,4,checked,,,2021-09-22 00:00,,,Proposed/Monitoring,,checked,,Weekly,1/1/2021,N,whole document (pages in links),,,whole document level,,checked,,,P3,,,,,,,
000478,US Federal,United States,United States of America,Commodities Future Trading Commission,English,CFTC CEA Cases,http://www.cftc.gov/LawRegulation/CEACases/index.htm,4,checked,,,2021-09-22 00:00,,,Proposed/Monitoring,,checked,,One-time Load,1/1/2021,N,whole document,,,whole document level,Historical cases from CFTC predecessor Commodity Exchange Administration (CEA),checked,,,P3,,,,,,,
