"id","state","statecode","county","issuance_type","leg_type","leg_subtype","leg_subsubtype","leg_date","citation_form","citation_example","fullfilename"
"193","GEORGIA","GA","","GABILLS","GEORGIA_BILLS","SESSION-2001-2002","SB-103","2001-02-01","","","/home/ekamradt/git/data-innodata/US/US-GA/GEORGIA_BILLS/SESSION-2001-2002_SB-103/2001-02-01/US-GA-GaBills-24ef7bcb-1dc8-4969-9cd1-1d9f8e31c59d.xml"
"194","GEORGIA","GA","","GABILLS","GEORGIA_BILLS","SESSION-2015-2016","SB-65","2015-05-06","","","/home/ekamradt/git/data-innodata/US/US-GA/GEORGIA_BILLS/SESSION-2015-2016_SB-65/2015-05-06/US-GA-GaBills-635514d0-fb80-11ea-809e-026986fb21f6.xml"
"195","GEORGIA","GA","","GABILLS FABD","GEORGIA_BILLS","SESSION-2017-2018","HB-620","2017-03-22","","","/home/ekamradt/git/data-innodata/US/US-GA/GEORGIA_BILLS/SESSION-2017-2018_HB-620/2017-03-22/US-GA-GaBills-003bf4b6-fabd-11ea-b3b6-02704a55bfc4.xml"
"196","GEORGIA","GA","","GABILLS","GEORGIA_BILLS","SESSION-2005-2006","SB-382","2006-04-28","","","/home/ekamradt/git/data-innodata/US/US-GA/GEORGIA_BILLS/SESSION-2005-2006_SB-382/2006-04-28/US-GA-GaBills-e71d8b23-0c5d-45c4-a7b9-334d1d930426.xml"
"197","GEORGIA","GA","","GABILLS FABD","GEORGIA_BILLS","SESSION-2019-2020","SB-329","2020-01-28","","","/home/ekamradt/git/data-innodata/US/US-GA/GEORGIA_BILLS/SESSION-2019-2020_SB-329/2020-01-28/US-GA-GaBills-48a918b4-fabd-11ea-b25c-02cee08e0832.xml"
"198","GEORGIA","GA","","GABILLS","GEORGIA_BILLS","SESSION-2007-2008","SB-489","2008-02-19","","","/home/ekamradt/git/data-innodata/US/US-GA/GEORGIA_BILLS/SESSION-2007-2008_SB-489/2008-02-19/US-GA-GaBills-c8035bb6-0346-4c9f-959f-029e1f1cffe9.xml"
"199","GEORGIA","GA","","GABILLS","GEORGIA_BILLS","SESSION-2009-2010","SB-131","2010-05-27","","","/home/ekamradt/git/data-innodata/US/US-GA/GEORGIA_BILLS/SESSION-2009-2010_SB-131/2010-05-27/US-GA-GaBills-1b026d05-3f0a-431b-85b8-70722d559fed.xml"
"200","GEORGIA","GA","","GABILLS","GEORGIA_BILLS","SESSION-2007-2008","HB-718","2007-03-19","","","/home/ekamradt/git/data-innodata/US/US-GA/GEORGIA_BILLS/SESSION-2007-2008_HB-718/2007-03-19/US-GA-GaBills-158a85f4-fb9e-11ea-b6bf-028ad73fc84c.xml"
"201","GEORGIA","GA","","GABILLS","GEORGIA_BILLS","SESSION-2009-2010","SB-58","2009-01-27","","","/home/ekamradt/git/data-innodata/US/US-GA/GEORGIA_BILLS/SESSION-2009-2010_SB-58/2009-01-27/US-GA-GaBills-912842da-16f9-4640-9a41-9fa3bed0b528.xml"
"202","GEORGIA","GA","","GABILLS","GEORGIA_BILLS","SESSION-2009-2010","SB-97","2009-05-05","","","/home/ekamradt/git/data-innodata/US/US-GA/GEORGIA_BILLS/SESSION-2009-2010_SB-97/2009-05-05/US-GA-GaBills-deef86c0-2050-4d57-89c1-746f3e0a6e8e.xml"
"203","GEORGIA","GA","","GABILLS","GEORGIA_BILLS","SESSION-2015-2016","HB-347","2015-04-02","","","/home/ekamradt/git/data-innodata/US/US-GA/GEORGIA_BILLS/SESSION-2015-2016_HB-347/2015-04-02/US-GA-GaBills-6f41c162-fb73-11ea-959f-0638f2bea882.xml"
"204","GEORGIA","GA","","GABILLS","GEORGIA_BILLS","SESSION-2003-2004","SB-532","2004-02-18","","","/home/ekamradt/git/data-innodata/US/US-GA/GEORGIA_BILLS/SESSION-2003-2004_SB-532/2004-02-18/US-GA-GaBills-f27a980e-5850-4b3d-9573-866df4bc03e3.xml"
"205","GEORGIA","GA","","GABILLS","GEORGIA_BILLS","SESSION-2009-2010","SB-416","2010-02-11","","","/home/ekamradt/git/data-innodata/US/US-GA/GEORGIA_BILLS/SESSION-2009-2010_SB-416/2010-02-11/US-GA-GaBills-a9c5b48d-a03e-4359-b44e-c3d284115178.xml"
"206","GEORGIA","GA","","GABILLS","GEORGIA_BILLS","SESSION-2003-2004","HB-1463","2004-02-12","","","/home/ekamradt/git/data-innodata/US/US-GA/GEORGIA_BILLS/SESSION-2003-2004_HB-1463/2004-02-12/US-GA-GaBills-18db0809-94a9-4cde-83df-e89e4b7db666.xml"
"207","GEORGIA","GA","","GABILLS","GEORGIA_BILLS","SESSION-2007-2008","SB-545","2008-03-03","","","/home/ekamradt/git/data-innodata/US/US-GA/GEORGIA_BILLS/SESSION-2007-2008_SB-545/2008-03-03/US-GA-GaBills-3f752ea3-ca67-4216-8392-edbc1a007f13.xml"
"208","GEORGIA","GA","","GABILLS","GEORGIA_BILLS","SESSION-2003-2004","HB-1713","2004-03-04","","","/home/ekamradt/git/data-innodata/US/US-GA/GEORGIA_BILLS/SESSION-2003-2004_HB-1713/2004-03-04/US-GA-GaBills-2c648612-d98e-45d6-a93a-286aabbf040a.xml"
"209","GEORGIA","GA","","GABILLS","GEORGIA_BILLS","SESSION-2007-2008","HB-562","2007-02-22","","","/home/ekamradt/git/data-innodata/US/US-GA/GEORGIA_BILLS/SESSION-2007-2008_HB-562/2007-02-22/US-GA-GaBills-4c0b689d-c860-4989-9ed4-a9ebe7b1b711.xml"
"210","GEORGIA","GA","","GABILLS","GEORGIA_BILLS","SESSION-2009-2010","HB-926","2010-02-11","","","/home/ekamradt/git/data-innodata/US/US-GA/GEORGIA_BILLS/SESSION-2009-2010_HB-926/2010-02-11/US-GA-GaBills-32ca8d91-3b5b-4661-b6dd-589f1535a70f.xml"
"211","GEORGIA","GA","","GABILLS","GEORGIA_BILLS","SESSION-2003-2004","SR-887","2004-03-09","","","/home/ekamradt/git/data-innodata/US/US-GA/GEORGIA_BILLS/SESSION-2003-2004_SR-887/2004-03-09/US-GA-GaBills-cd2e2034-523c-424d-a533-af48c0aefe41.xml"
"212","GEORGIA","GA","","GABILLS","GEORGIA_BILLS","SESSION-2015-2016","HB-811","2016-04-26","","","/home/ekamradt/git/data-innodata/US/US-GA/GEORGIA_BILLS/SESSION-2015-2016_HB-811/2016-04-26/US-GA-GaBills-6dd5dc34-fad2-11ea-8a84-026986fb21f6.xml"
"213","GEORGIA","GA","","GABILLS FBAC","GEORGIA_BILLS","SESSION-2001-2002","HB-359","2001-02-01","","","/home/ekamradt/git/data-innodata/US/US-GA/GEORGIA_BILLS/SESSION-2001-2002_HB-359/2001-02-01/US-GA-GaBills-e6305ff0-fbac-11ea-89dc-026986fb21f6.xml"
"214","GEORGIA","GA","","GABILLS","GEORGIA_BILLS","SESSION-2001-2002","HB-1627","2002-02-28","","","/home/ekamradt/git/data-innodata/US/US-GA/GEORGIA_BILLS/SESSION-2001-2002_HB-1627/2002-02-28/US-GA-GaBills-ea69b92c-fba5-11ea-98b6-02cee08e0832.xml"
"215","GEORGIA","GA","","GABILLS","GEORGIA_BILLS","SESSION-2001-2002","SB-16","2001-04-27","","","/home/ekamradt/git/data-innodata/US/US-GA/GEORGIA_BILLS/SESSION-2001-2002_SB-16/2001-04-27/US-GA-GaBills-993b7f1d-9ff4-4f48-8c31-45a1370ec4c5.xml"
"216","GEORGIA","GA","","GABILLS","GEORGIA_BILLS","SESSION-2005-2006","HB-675","2005-03-02","","","/home/ekamradt/git/data-innodata/US/US-GA/GEORGIA_BILLS/SESSION-2005-2006_HB-675/2005-03-02/US-GA-GaBills-02e88f3e-f013-4864-8f72-f7f7ffa06120.xml"
"217","GEORGIA","GA","","GABILLS","GEORGIA_BILLS","SESSION-2005-2006","SB-82","2005-05-05","","","/home/ekamradt/git/data-innodata/US/US-GA/GEORGIA_BILLS/SESSION-2005-2006_SB-82/2005-05-05/US-GA-GaBills-16133f11-f608-42b0-b569-acf67bb513fb.xml"
"218","GEORGIA","GA","","GABILLS","GEORGIA_BILLS","SESSION-2005-2006","HB-1238","2006-02-02","","","/home/ekamradt/git/data-innodata/US/US-GA/GEORGIA_BILLS/SESSION-2005-2006_HB-1238/2006-02-02/US-GA-GaBills-f67abf88-5d16-4990-b27f-f615964de1b4.xml"
"219","GEORGIA","GA","","GABILLS FABA","GEORGIA_BILLS","SESSION-2017-2018","HB-523","2017-02-28","","","/home/ekamradt/git/data-innodata/US/US-GA/GEORGIA_BILLS/SESSION-2017-2018_HB-523/2017-02-28/US-GA-GaBills-5344c752-faba-11ea-87af-02704a55bfc4.xml"
"220","GEORGIA","GA","","GABILLS","GEORGIA_BILLS","SESSION-2001-2002","HB-207","2001-01-23","","","/home/ekamradt/git/data-innodata/US/US-GA/GEORGIA_BILLS/SESSION-2001-2002_HB-207/2001-01-23/US-GA-GaBills-ad435b96-dc7d-4921-9684-1144e98af4bf.xml"
"221","GEORGIA","GA","","GABILLS","GEORGIA_BILLS","SESSION-2009-2010","HB-312","2009-04-29","","","/home/ekamradt/git/data-innodata/US/US-GA/GEORGIA_BILLS/SESSION-2009-2010_HB-312/2009-04-29/US-GA-GaBills-78ffa56c-4656-4f41-8d68-1cd0499f9b05.xml"
"222","GEORGIA","GA","","GABILLS FBAA","GEORGIA_BILLS","SESSION-2005-2006","SB-55","2005-05-09","","","/home/ekamradt/git/data-innodata/US/US-GA/GEORGIA_BILLS/SESSION-2005-2006_SB-55/2005-05-09/US-GA-GaBills-4eca82e6-fbaa-11ea-bd86-0234ea2d251a.xml"
"223","GEORGIA","GA","","GABILLS","GEORGIA_BILLS","SESSION-2003-2004","HR-1187","2004-02-06","","","/home/ekamradt/git/data-innodata/US/US-GA/GEORGIA_BILLS/SESSION-2003-2004_HR-1187/2004-02-06/US-GA-GaBills-0b23a573-2b10-41c2-82c7-543c5a5666d1.xml"
"224","GEORGIA","GA","","GABILLS","GEORGIA_BILLS","SESSION-2003-2004","HB-1385","2004-02-05","","","/home/ekamradt/git/data-innodata/US/US-GA/GEORGIA_BILLS/SESSION-2003-2004_HB-1385/2004-02-05/US-GA-GaBills-61fb97b5-a027-4362-ad71-4d0e073072f2.xml"
"225","GEORGIA","GA","","GABILLS BAEB","GEORGIA_BILLS","SESSION-2001-2002","SB-70","2001-01-25","","","/home/ekamradt/git/data-innodata/US/US-GA/GEORGIA_BILLS/SESSION-2001-2002_SB-70/2001-01-25/US-GA-GaBills-bbebbee6-924f-4c3e-baeb-98874ded0c42.xml"
"226","GEORGIA","GA","","GABILLS","GEORGIA_BILLS","SESSION-2007-2008","HB-160","2007-01-24","","","/home/ekamradt/git/data-innodata/US/US-GA/GEORGIA_BILLS/SESSION-2007-2008_HB-160/2007-01-24/US-GA-GaBills-f0355322-7b49-4182-85f4-04b9efaf13e5.xml"
"227","GEORGIA","GA","","GABILLS","GEORGIA_BILLS","SESSION-2003-2004","SB-53","2003-03-07","","","/home/ekamradt/git/data-innodata/US/US-GA/GEORGIA_BILLS/SESSION-2003-2004_SB-53/2003-03-07/US-GA-GaBills-2a448c8a-a5da-445e-a9a6-a9dc8c8ca199.xml"
"228","GEORGIA","GA","","GABILLS","GEORGIA_BILLS","SESSION-2019-2020","HB-865","2020-07-29","","","/home/ekamradt/git/data-innodata/US/US-GA/GEORGIA_BILLS/SESSION-2019-2020_HB-865/2020-07-29/US-GA-GaBills-87649c9c-fae9-11ea-9622-06550e2e9f68.xml"
"229","GEORGIA","GA","","GABILLS","GEORGIA_BILLS","SESSION-2007-2008","HB-398","2007-02-12","","","/home/ekamradt/git/data-innodata/US/US-GA/GEORGIA_BILLS/SESSION-2007-2008_HB-398/2007-02-12/US-GA-GaBills-4d108c70-4300-404f-ba7d-92a897729132.xml"
"230","GEORGIA","GA","","GABILLS","GEORGIA_BILLS","SESSION-2019-2020","SB-462","2020-06-30","","","/home/ekamradt/git/data-innodata/US/US-GA/GEORGIA_BILLS/SESSION-2019-2020_SB-462/2020-06-30/US-GA-GaBills-0dcc7bde-fad7-11ea-8777-02cee08e0832.xml"
"231","GEORGIA","GA","","GABILLS","GEORGIA_BILLS","SESSION-2005-2006","HB-1569","2006-03-06","","","/home/ekamradt/git/data-innodata/US/US-GA/GEORGIA_BILLS/SESSION-2005-2006_HB-1569/2006-03-06/US-GA-GaBills-16a984bc-b9e5-4768-a78d-190abfd899a5.xml"
"232","GEORGIA","GA","","GABILLS","GEORGIA_BILLS","SESSION-2007-2008","SB-375","2008-01-29","","","/home/ekamradt/git/data-innodata/US/US-GA/GEORGIA_BILLS/SESSION-2007-2008_SB-375/2008-01-29/US-GA-GaBills-527a02f6-fb95-11ea-80b3-0612af2c4a7c.xml"
"233","GEORGIA","GA","","GABILLS","GEORGIA_BILLS","SESSION-2019-2020","HB-552","2019-02-28","","","/home/ekamradt/git/data-innodata/US/US-GA/GEORGIA_BILLS/SESSION-2019-2020_HB-552/2019-02-28/US-GA-GaBills-bbb6fa9a-fad6-11ea-bf20-06550e2e9f68.xml"
"234","GEORGIA","GA","","GABILLS","GEORGIA_BILLS","SESSION-2017-2018","SB-365","2018-05-08","","","/home/ekamradt/git/data-innodata/US/US-GA/GEORGIA_BILLS/SESSION-2017-2018_SB-365/2018-05-08/US-GA-GaBills-c8dfd9c8-fb73-11ea-8caf-02704a55bfc4.xml"
"235","GEORGIA","GA","","GABILLS","GEORGIA_BILLS","SESSION-2011-2012","HB-942","2012-05-01","","","/home/ekamradt/git/data-innodata/US/US-GA/GEORGIA_BILLS/SESSION-2011-2012_HB-942/2012-05-01/US-GA-GaBills-099acf37-2e69-4271-817d-af9301e79b3f.xml"
"236","GEORGIA","GA","","GABILLS","GEORGIA_BILLS","SESSION-2001-2002","HB-492","2001-02-08","","","/home/ekamradt/git/data-innodata/US/US-GA/GEORGIA_BILLS/SESSION-2001-2002_HB-492/2001-02-08/US-GA-GaBills-e38ed272-49e4-4d77-ae16-d4c7c56affbb.xml"
"237","GEORGIA","GA","","GABILLS","GEORGIA_BILLS","SESSION-2011-2012","HR-407","2011-02-24","","","/home/ekamradt/git/data-innodata/US/US-GA/GEORGIA_BILLS/SESSION-2011-2012_HR-407/2011-02-24/US-GA-GaBills-b40007e8-cda5-4c23-9e9a-7f281001c119.xml"
"238","GEORGIA","GA","","GABILLS","GEORGIA_BILLS","SESSION-2013-2014","HB-83","2013-05-06","","","/home/ekamradt/git/data-innodata/US/US-GA/GEORGIA_BILLS/SESSION-2013-2014_HB-83/2013-05-06/US-GA-GaBills-8719135e-fab2-11ea-962a-02f43b61c75a.xml"
"239","GEORGIA","GA","","GABILLS","GEORGIA_BILLS","SESSION-2007-2008","SB-541","2008-02-29","","","/home/ekamradt/git/data-innodata/US/US-GA/GEORGIA_BILLS/SESSION-2007-2008_SB-541/2008-02-29/US-GA-GaBills-0c4f1d5f-ae1c-4773-9e62-10fcaae9782f.xml"
"240","GEORGIA","GA","","GABILLS","GEORGIA_BILLS","SESSION-2001-2002","HB-1361","2002-02-22","","","/home/ekamradt/git/data-innodata/US/US-GA/GEORGIA_BILLS/SESSION-2001-2002_HB-1361/2002-02-22/US-GA-GaBills-eae5305c-d148-4689-8e1b-6f702f739c23.xml"
"241","GEORGIA","GA","","GABILLS","GEORGIA_BILLS","SESSION-2003-2004","HB-1171","2004-01-14","","","/home/ekamradt/git/data-innodata/US/US-GA/GEORGIA_BILLS/SESSION-2003-2004_HB-1171/2004-01-14/US-GA-GaBills-e90a3c33-a32c-4118-adc6-e02772b0761b.xml"
"242","GEORGIA","GA","","GACODE","GEORGIA_CODE","TITLE-7","","2019-01-01","","","/home/ekamradt/git/data-innodata/US/US-GA/GEORGIA_CODE/TITLE-7/2019-01-01/US-GA-GaCode-0b57a84b-76d9-4556-b5f4-ad12a3060830.xml"
"243","GEORGIA","GA","","RULESREGNGA","GEORGIA_RULES_REGULATIONS","DEPARTMENT-80","","2017-09-18","","","/home/ekamradt/git/data-innodata/US/US-GA/GEORGIA_RULES_REGULATIONS/DEPARTMENT-80/2017-09-18/US-GA-RulesRegnGa-4f4b6fe8-fac3-11ea-b0cf-06ab5daca144.xml"
"244","LOUISIANA","LA","","ADMINISTRATIVE CODE","","","","","La. Admin. Code tit. {{TITLE}}, § {{SECTION}}","La. Admin. Code tit. 1, § 101.","/home/ekamradt/git/data-innodata/US/US-LA/sdc-louisiana-administrative-code.xml"
"245","LOUISIANA","LA","","STATUTES","","","","","","","/home/ekamradt/git/data-innodata/US/US-LA/sdc-louisiana-statutes.xml"
"246","CONNECTICUT","CT","","BILLS","","","","","","","/home/ekamradt/git/data-dcl/US/US-CT/brd-connecticut-bills.xml"
"247","CONNECTICUT","CT","","REVISED STATUTES","","","","","","","/home/ekamradt/git/data-dcl/US/US-CT/sdc-connecticut-revised-statutes.xml"
"248","CONNECTICUT","CT","","CODE","","","","","","","/home/ekamradt/git/data-dcl/US/US-CT/sdc-connecticut-code.xml"
"249","FLORIDA","FL","","STATUTES","","","","","Fla. Stat. § {{CHAPTER}}.{{SECTION}}","Fla. Stat. § 6.01","/home/ekamradt/git/data-dcl/US/US-FL/sdc-florida-statutes.xml"
"250","FLORIDA","FL","","FLORIDA LAWS","FLORIDA_LAWS","CHAPTER-2020","S178","2020-09-09","","","/home/ekamradt/git/data-dcl/US/US-FL/FLORIDA_LAWS/CHAPTER-2020_S178/2020-09-09/Florida Laws - S178 - 09.09.2020.xml"
"251","FLORIDA","FL","","FLORIDA LAWS","FLORIDA_LAWS","CHAPTER-2020","S1393","2020-09-09","","","/home/ekamradt/git/data-dcl/US/US-FL/FLORIDA_LAWS/CHAPTER-2020_S1393/2020-09-09/Florida Laws - H1393 - 09.09.2020.xml"
"252","FLORIDA","FL","","FLORIDA LAWS","FLORIDA_LAWS","CHAPTER-2020","S1439","2020-09-09","","","/home/ekamradt/git/data-dcl/US/US-FL/FLORIDA_LAWS/CHAPTER-2020_S1439/2020-09-09/Florida Laws - H1439 - 09.09.2020.xml"
"253","FLORIDA","FL","","FLORIDA LAWS","FLORIDA_LAWS","CHAPTER-2020","S7003","2020-09-09","","","/home/ekamradt/git/data-dcl/US/US-FL/FLORIDA_LAWS/CHAPTER-2020_S7003/2020-09-09/Florida Laws - H7003 - 09.09.2020.xml"
"254","FLORIDA","FL","","FLORIDA LAWS","FLORIDA_LAWS","CHAPTER-2020","H717","2020-09-09","","","/home/ekamradt/git/data-dcl/US/US-FL/FLORIDA_LAWS/CHAPTER-2020_H717/2020-09-09/Florida Laws - H717 - 09.09.2020.xml"
"255","FLORIDA","FL","","FLORIDA REGISTER","FLORIDA_REGISTER","VOL-46","ISS-182","2020-09-17","","","/home/ekamradt/git/data-dcl/US/US-FL/FLORIDA_REGISTER/VOL-46_ISS-182/2020-09-17/Florida Register - VOL46ISS182 - 09.17.2020.xml"
"256","NEBRASKA","NE","","UCC","","","","","","","/home/ekamradt/git/data-dcl/US/US-NE/sdc-nebraska-ucc.xml"
"257","NEBRASKA","NE","","REVISED STATUTES","","","","","Neb. Rev. Stat. § {{CHAPTER}}-{{SECTION}}","Neb. Rev. Stat. § 3-101","/home/ekamradt/git/data-dcl/US/US-NE/sdc-nebraska-revised-statutes.xml"
"258","ILLINOIS","IL","COOKCOUNTY","CODE OF ORDINANCES OF COOK COUNTY ILLINOIS","COOKCOUNTY","COOK-COUNTY-ORDINANCES","","2006-07-12","","","/home/ekamradt/git/data-dcl/US/US-IL-COOKCOUNTY/COOK-COUNTY-ORDINANCES/2006-07-12/Code of Ordinances Of Cook County Illinois - 09.14.2020.xml"
"259","TEXAS","TX","","ADMIN CODE","","","","","{{TITLE}} Tex. Admin. Code § {{CHAPTER}}.{{SECTION}}","1 Tex. Admin. Code § 3.1","/home/ekamradt/git/data-dcl/US/US-TX/sdc-texas-admin-code.xml"
"260","TEXAS","TX","","STATUTES","","","","","","","/home/ekamradt/git/data-dcl/US/US-TX/sdc-texas-statutes.xml"
"261","TEXAS","TX","","BILLS","","","","","","","/home/ekamradt/git/data-dcl/US/US-TX/brd-texas-bills.xml"
"262","TEXAS","TX","","TEXAS REGISTER ADOPTED RULES","TEXAS_REGISTER","VOL-45","ISS-6296","2020-09-11","","","/home/ekamradt/git/data-dcl/US/US-TX/TEXAS_REGISTER/VOL-45_ISS-6296/2020-09-11/Texas Register - VOL45ISS6296 - ADOPTED RULES - 09.17.2020.xml"
"263","TEXAS","TX","","TEXAS REGISTER REVIEW OF AGENCY RULES","TEXAS_REGISTER","VOL-45","ISS-6296","2020-09-11","","","/home/ekamradt/git/data-dcl/US/US-TX/TEXAS_REGISTER/VOL-45_ISS-6296/2020-09-11/Texas Register - VOL45ISS6296 - REVIEW OF AGENCY RULES - 09.17.2020.xml"
"264","TEXAS","TX","","TEXAS REGISTER IN ADDITION","TEXAS_REGISTER","VOL-45","ISS-6296","2020-09-11","","","/home/ekamradt/git/data-dcl/US/US-TX/TEXAS_REGISTER/VOL-45_ISS-6296/2020-09-11/Texas Register - VOL45ISS6296 - IN ADDITION - 09.17.2020.xml"
"265","TEXAS","TX","","TEXAS REGISTER THE GOVERNOR","TEXAS_REGISTER","VOL-45","ISS-6296","2020-09-11","","","/home/ekamradt/git/data-dcl/US/US-TX/TEXAS_REGISTER/VOL-45_ISS-6296/2020-09-11/Texas Register - VOL45ISS6296 - THE GOVERNOR - 09.17.2020.xml"
"266","TEXAS","TX","","TEXAS REGISTER TEXAS ETHICS COMMISSION","TEXAS_REGISTER","VOL-45","ISS-6296","2020-09-11","","","/home/ekamradt/git/data-dcl/US/US-TX/TEXAS_REGISTER/VOL-45_ISS-6296/2020-09-11/Texas Register - VOL45ISS6296 - TEXAS ETHICS COMMISSION - 09.17.2020.xml"
"267","TEXAS","TX","","TEXAS REGISTER EMERGENCY RULES","TEXAS_REGISTER","VOL-45","ISS-6296","2020-09-11","","","/home/ekamradt/git/data-dcl/US/US-TX/TEXAS_REGISTER/VOL-45_ISS-6296/2020-09-11/Texas Register - VOL45ISS6296 - EMERGENCY RULES - 09.17.2020.xml"
"268","TEXAS","TX","","TEXAS REGISTER PROPOSED RULES","TEXAS_REGISTER","VOL-45","ISS-6296","2020-09-11","","","/home/ekamradt/git/data-dcl/US/US-TX/TEXAS_REGISTER/VOL-45_ISS-6296/2020-09-11/Texas Register - VOL45ISS6296 - PROPOSED RULES - 09.17.2020.xml"
"269","TEXAS","TX","","TEXAS STATUTES FINANCE CODE TITLE","TEXAS_CODE","FINANCE","CODE","2020-09-04","","","/home/ekamradt/git/data-dcl/US/US-TX/TEXAS_CODE/FINANCE_CODE/2020-09-04/Texas Statutes - FINANCE CODE - TITLE 3 - 09.04.2020.xml"
"270","TEXAS","TX","","TEXAS STATUTES FINANCE CODE TITLE","TEXAS_CODE","FINANCE","CODE","2020-09-04","","","/home/ekamradt/git/data-dcl/US/US-TX/TEXAS_CODE/FINANCE_CODE/2020-09-04/Texas Statutes - FINANCE CODE - TITLE 5 - 09.04.2020.xml"
"271","TEXAS","TX","","TEXAS STATUTES FINANCE CODE TITLE","TEXAS_CODE","FINANCE","CODE","2020-09-04","","","/home/ekamradt/git/data-dcl/US/US-TX/TEXAS_CODE/FINANCE_CODE/2020-09-04/Texas Statutes - FINANCE CODE - TITLE 4 - 09.04.2020.xml"
"272","TEXAS","TX","","TEXAS BILLS S.B. NO.","TEXAS_BILLS","SESSION-86R","SB-614","2020-09-11","","","/home/ekamradt/git/data-dcl/US/US-TX/TEXAS_BILLS/SESSION-86R_SB-614/2020-09-11/Texas Bills - S.B. No. 614 - 09.11.2020.xml"
"273","TEXAS","TX","","TEXAS BILLS S.B. NO.","TEXAS_BILLS","SESSION-86R","SB-1822","2020-09-11","","","/home/ekamradt/git/data-dcl/US/US-TX/TEXAS_BILLS/SESSION-86R_SB-1822/2020-09-11/Texas Bills - S.B. No. 1822 - 09.11.2020.xml"
"274","TEXAS","TX","","TEXAS BILLS S.B. NO.","TEXAS_BILLS","SESSION-86R","SB-37","2020-09-11","","","/home/ekamradt/git/data-dcl/US/US-TX/TEXAS_BILLS/SESSION-86R_SB-37/2020-09-11/Texas Bills - S.B. No. 37 - 09.11.2020.xml"
"275","TEXAS","TX","","TEXAS BILLS H.B. NO.","TEXAS_BILLS","SESSION-86R","HB-1442","2020-09-11","","","/home/ekamradt/git/data-dcl/US/US-TX/TEXAS_BILLS/SESSION-86R_HB-1442/2020-09-11/Texas Bills - H.B. No. 1442 - 09.11.2020.xml"
"276","TEXAS","TX","","TEXAS BILLS S.B. NO.","TEXAS_BILLS","SESSION-86R","SB-2330","2020-09-11","","","/home/ekamradt/git/data-dcl/US/US-TX/TEXAS_BILLS/SESSION-86R_SB-2330/2020-09-11/Texas Bills - S.B. No. 2330 - 09.11.2020.xml"
"277","TEXAS","TX","","TEXAS BILLS H.B. NO.","TEXAS_BILLS","SESSION-86R","HB-4171","2020-09-11","","","/home/ekamradt/git/data-dcl/US/US-TX/TEXAS_BILLS/SESSION-86R_HB-4171/2020-09-11/Texas Bills - H.B. No. 4171 - 09.11.2020.xml"
"278","TEXAS","TX","","TEXAS BILLS H.B. NO.","TEXAS_BILLS","SESSION-86R","HB-3171","2020-09-11","","","/home/ekamradt/git/data-dcl/US/US-TX/TEXAS_BILLS/SESSION-86R_HB-3171/2020-09-11/Texas Bills - H.B. No. 3171 - 09.11.2020.xml"
"279","TEXAS","TX","","TEXAS BILLS S.B. NO.","TEXAS_BILLS","SESSION-86R","SB-726","2020-09-11","","","/home/ekamradt/git/data-dcl/US/US-TX/TEXAS_BILLS/SESSION-86R_SB-726/2020-09-11/Texas Bills - S.B. No. 726 - 09.11.2020.xml"
"280","TEXAS","TX","","TEXAS BILLS H.B. NO.","TEXAS_BILLS","SESSION-86R","HB-2458","2020-09-11","","","/home/ekamradt/git/data-dcl/US/US-TX/TEXAS_BILLS/SESSION-86R_HB-2458/2020-09-11/Texas Bills - H.B. No. 2458 - 09.11.2020.xml"
"281","TEXAS","TX","","TEXAS BILLS S.B. NO.","TEXAS_BILLS","SESSION-86R","SB-1823","2020-09-11","","","/home/ekamradt/git/data-dcl/US/US-TX/TEXAS_BILLS/SESSION-86R_SB-1823/2020-09-11/Texas Bills - S.B. No. 1823 - 09.11.2020.xml"
"282","TEXAS","TX","","TEXAS BILLS H.B. NO.","TEXAS_BILLS","SESSION-86R","HB-4170","2020-09-11","","","/home/ekamradt/git/data-dcl/US/US-TX/TEXAS_BILLS/SESSION-86R_HB-4170/2020-09-11/Texas Bills - H.B. No. 4170 - 09.11.2020.xml"
"283","TEXAS","TX","","TEXAS BILLS H.B. NO.","TEXAS_BILLS","SESSION-86R","HB-3855","2020-09-11","","","/home/ekamradt/git/data-dcl/US/US-TX/TEXAS_BILLS/SESSION-86R_HB-3855/2020-09-11/Texas Bills - H.B. No. 3855 - 09.11.2020.xml"
"284","TEXAS","TX","","TEXAS BILLS H.B. NO.","TEXAS_BILLS","SESSION-86R","HB-996","2020-09-11","","","/home/ekamradt/git/data-dcl/US/US-TX/TEXAS_BILLS/SESSION-86R_HB-996/2020-09-11/Texas Bills - H.B. No. 996 - 09.11.2020.xml"
"285","TEXAS","TX","","TEXAS BILLS H.B. NO. CLASS UPDATE","TEXAS_BILLS","SESSION-86R","HB-996","2020-09-11","","","/home/ekamradt/git/data-dcl/US/US-TX/TEXAS_BILLS/SESSION-86R_HB-996/2020-09-11/Texas Bills - H.B. No. 996 - 09.11.2020 class-update.xml"
"286","MINNESOTA","MN","","STATUTES","","","","","Minn. Stat. § {{CHAPTER}}.{{SECTION}}","Minn. Stat. § 12A.01","/home/ekamradt/git/data-dcl/US/US-MN/sdc-minnesota-statutes.xml"
"287","MINNESOTA","MN","","BILLS","","","","","","","/home/ekamradt/git/data-dcl/US/US-MN/brd-minnesota-bills.xml"
