"id","state","statecode","county","issuance_type","leg_type","leg_subtype","leg_subsubtype","leg_date","citation_form","citation_example","fullfilename"
"642","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-702/2020-09-30/California Bills - SB-702 - 10.09.2020.xml"
"643","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-1885/2020-09-21/California Bills - AB-1885 - 10.09.2020.xml"
"644","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2759/2020-10-02/California Bills - AB-2759 - 10.09.2020.xml"
"645","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-685/2020-09-18/California Bills - AB-685 - 10.09.2020.xml"
"646","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2006/2020-09-14/California Bills - AB-2006 - 10.09.2020.xml"
"647","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-1304/2020-10-02/California Bills - AB-1304 - 10.09.2020.xml"
"648","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2663/2020-09-24/California Bills - AB-2663 - 10.09.2020.xml"
"649","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-3228/2020-09-29/California Bills - AB-3228 - 10.09.2020.xml"
"650","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-587/2020-09-30/California Bills - SB-587 - 10.09.2020.xml"
"651","CALIFORNIA","CA","","CALIFORNIA BILLS ACR","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/ACR-147/2020-09-14/California Bills - ACR-147 - 10.09.2020.xml"
"652","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-3371/2020-09-14/California Bills - AB-3371 - 10.09.2020.xml"
"653","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-1731/2020-09-30/California Bills - AB-1731 - 10.09.2020.xml"
"654","CALIFORNIA","CA","","CALIFORNIA REGISTER NUMBER","CALIFORNIA_REGISTER","2020","36Z","2020-09-04","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_REGISTER/2020_36Z/2020-09-04/California Register 2020 - Number 36Z - 1209 - 09.04.2020.xml"
"655","CALIFORNIA","CA","","CALIFORNIA REGISTER NUMBER","CALIFORNIA_REGISTER","2020","36Z","2020-09-04","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_REGISTER/2020_36Z/2020-09-04/California Register 2020 - Number 36Z - 1212_1 - 09.04.2020.xml"
"656","CALIFORNIA","CA","","CALIFORNIA REGISTER NUMBER","CALIFORNIA_REGISTER","2020","36Z","2020-09-04","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_REGISTER/2020_36Z/2020-09-04/California Register 2020 - Number 36Z - 1220_1 - 09.04.2020.xml"
"657","CALIFORNIA","CA","","CALIFORNIA REGISTER NUMBER","CALIFORNIA_REGISTER","2020","36Z","2020-09-04","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_REGISTER/2020_36Z/2020-09-04/California Register 2020 - Number 36Z - 1220 - 09.04.2020.xml"
"658","CALIFORNIA","CA","","CALIFORNIA REGISTER NUMBER","CALIFORNIA_REGISTER","2020","36Z","2020-09-04","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_REGISTER/2020_36Z/2020-09-04/California Register 2020 - Number 36Z - 1211 - 09.04.2020.xml"
"659","CALIFORNIA","CA","","CALIFORNIA REGISTER NUMBER","CALIFORNIA_REGISTER","2020","36Z","2020-09-04","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_REGISTER/2020_36Z/2020-09-04/California Register 2020 - Number 36Z - 1221 - 09.04.2020.xml"
"660","CALIFORNIA","CA","","CALIFORNIA REGISTER NUMBER","CALIFORNIA_REGISTER","2020","36Z","2020-09-04","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_REGISTER/2020_36Z/2020-09-04/California Register 2020 - Number 36Z - 1205 - 09.04.2020.xml"
"661","CALIFORNIA","CA","","CALIFORNIA REGISTER NUMBER","CALIFORNIA_REGISTER","2020","36Z","2020-09-04","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_REGISTER/2020_36Z/2020-09-04/California Register 2020 - Number 36Z - 1212 - 09.04.2020.xml"
"662","CALIFORNIA","CA","","CALIFORNIA REGISTER NUMBER","CALIFORNIA_REGISTER","2020","36Z","2020-09-04","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_REGISTER/2020_36Z/2020-09-04/California Register 2020 - Number 36Z - 1196 - 09.04.2020.xml"
"663","CALIFORNIA","CA","","CALIFORNIA REGISTER NUMBER","CALIFORNIA_REGISTER","2020","36Z","2020-09-04","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_REGISTER/2020_36Z/2020-09-04/California Register 2020 - Number 36Z - 1215 - 09.04.2020.xml"
"664","CALIFORNIA","CA","","CALIFORNIA REGISTER NUMBER","CALIFORNIA_REGISTER","2020","36Z","2020-09-04","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_REGISTER/2020_36Z/2020-09-04/California Register 2020 - Number 36Z - 1217 - 09.04.2020.xml"
"665","CALIFORNIA","CA","","CALIFORNIA REGISTER NUMBER","CALIFORNIA_REGISTER","2020","36Z","2020-09-04","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_REGISTER/2020_36Z/2020-09-04/California Register 2020 - Number 36Z - 1218 - 09.04.2020.xml"
"666","CALIFORNIA","CA","","CALIFORNIA REGISTER NUMBER","CALIFORNIA_REGISTER","2020","36Z","2020-09-04","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_REGISTER/2020_36Z/2020-09-04/California Register 2020 - Number 36Z - 1203 - 09.04.2020.xml"
"667","CALIFORNIA","CA","","CALIFORNIA REGISTER NUMBER","CALIFORNIA_REGISTER","2020","36Z","2020-09-04","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_REGISTER/2020_36Z/2020-09-04/California Register 2020 - Number 36Z - 1195 - 09.04.2020.xml"
"668","CALIFORNIA","CA","","CALIFORNIA REGISTER NUMBER","CALIFORNIA_REGISTER","2020","36Z","2020-09-04","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_REGISTER/2020_36Z/2020-09-04/California Register 2020 - Number 36Z - 1219 - 09.04.2020.xml"
"669","CALIFORNIA","CA","","CALIFORNIA REGISTER NUMBER","CALIFORNIA_REGISTER","2020","36Z","2020-09-04","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_REGISTER/2020_36Z/2020-09-04/California Register 2020 - Number 36Z - 1200 - 09.04.2020.xml"
"670","CALIFORNIA","CA","","CALIFORNIA REGISTER NUMBER","CALIFORNIA_REGISTER","2020","36Z","2020-09-04","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_REGISTER/2020_36Z/2020-09-04/California Register 2020 - Number 36Z - 1213 - 09.04.2020.xml"
"671","VIRGINIA","VA","","CODE","","","","","","","/home/ekamradt/git/data-dcl/US/US-VA/sdc-virginia-code.xml"
"672","VIRGINIA","VA","","ADMIN CODE","","","","","{{TITLE}} Va. Admin. Code § {{AGENCY}}-{{CHAPTER}}-{{SECTION}}","","/home/ekamradt/git/data-dcl/US/US-VA/sdc-virginia-admin-code.xml"
"673","VIRGINIA","VA","","VIRGINIA REGISTER PERIODIC REVIEWS AND SMALL BUSINESS IMPACT REVIEWS","VIRGINIA_REGISTER","VOL-36","ISS-26","2020-08-17","","","/home/ekamradt/git/data-dcl/US/US-VA/VIRGINIA_REGISTER/VOL-36_ISS-26/2020-08-17/Virginia Register - VOL36ISS26 - PERIODIC REVIEWS AND SMALL BUSINESS IMPACT REVIEWS - 09.08.2020.xml"
"674","VIRGINIA","VA","","VIRGINIA REGISTER","VIRGINIA_REGISTER","VOL-36","ISS-26","2020-08-17","","","/home/ekamradt/git/data-dcl/US/US-VA/VIRGINIA_REGISTER/VOL-36_ISS-26/2020-08-17/Virginia Register - VOL36ISS26 - 18VAC50-22 - 09.08.2020.xml"
"675","VIRGINIA","VA","","VIRGINIA REGISTER","VIRGINIA_REGISTER","VOL-36","ISS-26","2020-08-17","","","/home/ekamradt/git/data-dcl/US/US-VA/VIRGINIA_REGISTER/VOL-36_ISS-26/2020-08-17/Virginia Register - VOL36ISS26 - 18VAC135-20 - 09.08.2020.xml"
"676","VIRGINIA","VA","","VIRGINIA REGISTER GUIDANCE DOCUMENTS","VIRGINIA_REGISTER","VOL-36","ISS-26","2020-08-17","","","/home/ekamradt/git/data-dcl/US/US-VA/VIRGINIA_REGISTER/VOL-36_ISS-26/2020-08-17/Virginia Register - VOL36ISS26 - Guidance Documents - 09.08.2020.xml"
"677","VIRGINIA","VA","","VIRGINIA REGISTER","VIRGINIA_REGISTER","VOL-36","ISS-26","2020-08-17","","","/home/ekamradt/git/data-dcl/US/US-VA/VIRGINIA_REGISTER/VOL-36_ISS-26/2020-08-17/Virginia Register - VOL36ISS26 - 4VAC20-280 - 09.08.2020.xml"
"678","VIRGINIA","VA","","VIRGINIA REGISTER PETITIONS FOR RULEMAKING","VIRGINIA_REGISTER","VOL-36","ISS-26","2020-08-17","","","/home/ekamradt/git/data-dcl/US/US-VA/VIRGINIA_REGISTER/VOL-36_ISS-26/2020-08-17/Virginia Register - VOL36ISS26 - PETITIONS FOR RULEMAKING - 09.08.2020.xml"
"679","VIRGINIA","VA","","VIRGINIA REGISTER","VIRGINIA_REGISTER","VOL-36","ISS-26","2020-08-17","","","/home/ekamradt/git/data-dcl/US/US-VA/VIRGINIA_REGISTER/VOL-36_ISS-26/2020-08-17/Virginia Register - VOL36ISS26 - 4VAC20-252 - 09.08.2020.xml"
"680","VIRGINIA","VA","","VIRGINIA REGISTER PUBLICATION SCHEDULE AND DEADLINES","VIRGINIA_REGISTER","VOL-36","ISS-26","2020-08-17","","","/home/ekamradt/git/data-dcl/US/US-VA/VIRGINIA_REGISTER/VOL-36_ISS-26/2020-08-17/Virginia Register - VOL36ISS26 - PUBLICATION SCHEDULE AND DEADLINES - 09.08.2020.xml"
"681","VIRGINIA","VA","","VIRGINIA REGISTER","VIRGINIA_REGISTER","VOL-36","ISS-26","2020-08-17","","","/home/ekamradt/git/data-dcl/US/US-VA/VIRGINIA_REGISTER/VOL-36_ISS-26/2020-08-17/Virginia Register - VOL36ISS26 - 4VAC20-540 - 09.08.2020.xml"
"682","VIRGINIA","VA","","VIRGINIA REGISTER","VIRGINIA_REGISTER","VOL-36","ISS-26","2020-08-17","","","/home/ekamradt/git/data-dcl/US/US-VA/VIRGINIA_REGISTER/VOL-36_ISS-26/2020-08-17/Virginia Register - VOL36ISS26 - 4VAC20-1090 - 09.08.2020.xml"
"683","VIRGINIA","VA","","VIRGINIA REGISTER GOVERNOR","VIRGINIA_REGISTER","VOL-36","ISS-26","2020-08-17","","","/home/ekamradt/git/data-dcl/US/US-VA/VIRGINIA_REGISTER/VOL-36_ISS-26/2020-08-17/Virginia Register - VOL36ISS26 - GOVERNOR - 09.08.2020.xml"
"684","VIRGINIA","VA","","VIRGINIA REGISTER","VIRGINIA_REGISTER","VOL-36","ISS-26","2020-08-17","","","/home/ekamradt/git/data-dcl/US/US-VA/VIRGINIA_REGISTER/VOL-36_ISS-26/2020-08-17/Virginia Register - VOL36ISS26 - 13VAC5-63 - 09.08.2020.xml"
"685","VIRGINIA","VA","","VIRGINIA REGISTER GENERAL NOTICES ERRATA","VIRGINIA_REGISTER","VOL-36","ISS-26","2020-08-17","","","/home/ekamradt/git/data-dcl/US/US-VA/VIRGINIA_REGISTER/VOL-36_ISS-26/2020-08-17/Virginia Register - VOL36ISS26 - GENERAL NOTICES ERRATA - 09.08.2020.xml"
"686","VIRGINIA","VA","","VIRGINIA REGISTER","VIRGINIA_REGISTER","VOL-36","ISS-26","2020-08-17","","","/home/ekamradt/git/data-dcl/US/US-VA/VIRGINIA_REGISTER/VOL-36_ISS-26/2020-08-17/Virginia Register - VOL36ISS26 - 12VAC30-50 - 09.08.2020.xml"
"687","VIRGINIA","VA","","VIRGINIA REGISTER","VIRGINIA_REGISTER","VOL-36","ISS-26","2020-08-17","","","/home/ekamradt/git/data-dcl/US/US-VA/VIRGINIA_REGISTER/VOL-36_ISS-26/2020-08-17/Virginia Register - VOL36ISS26 - 16VAC25-220 - 09.08.2020.xml"
"688","VIRGINIA","VA","","VIRGINIA REGISTER REGISTER INFORMATION PAGE","VIRGINIA_REGISTER","VOL-36","ISS-26","2020-09-08","","","/home/ekamradt/git/data-dcl/US/US-VA/VIRGINIA_REGISTER/VOL-36_ISS-26/2020-09-08/Virginia Register - VOL36ISS26 - REGISTER INFORMATION PAGE - 09.08.2020.xml"
"689","VIRGINIA","VA","","VIRGINIA BILLS S","","","","","","","/home/ekamradt/git/data-dcl/US/US-VA/VIRGINIA_BILLS/SESSION-201/SB-391/2020-04-09/Virginia Bills - S 391 - 09.08.2020.xml"
"690","VIRGINIA","VA","","VIRGINIA BILLS S","","","","","","","/home/ekamradt/git/data-dcl/US/US-VA/VIRGINIA_BILLS/SESSION-201/SB-293/2020-03-10/Virginia Bills - S 293 - 09.08.2020.xml"
"691","VIRGINIA","VA","","VIRGINIA BILLS H","","","","","","","/home/ekamradt/git/data-dcl/US/US-VA/VIRGINIA_BILLS/SESSION-201/HB-155/2020-03-10/Virginia Bills - H 155 - 09.08.2020.xml"
"692","VIRGINIA","VA","","CODE OF VIRGINIA TITLE","VIRGINIA_CODE","TITLE-8.5A","","2020-09-04","","","/home/ekamradt/git/data-dcl/US/US-VA/VIRGINIA_CODE/TITLE-8.5A/2020-09-04/Code of Virginia - Title 8.5A - 09.04.2020.xml"
"693","VIRGINIA","VA","","CODE OF VIRGINIA TITLE","VIRGINIA_CODE","TITLE-6.2","","2020-09-04","","","/home/ekamradt/git/data-dcl/US/US-VA/VIRGINIA_CODE/TITLE-6.2/2020-09-04/Code of Virginia - Title 6.2 - 09.04.2020.xml"
"694","VIRGINIA","VA","","CODE OF VIRGINIA TITLE","VIRGINIA_CODE","TITLE-8.4","","2020-09-04","","","/home/ekamradt/git/data-dcl/US/US-VA/VIRGINIA_CODE/TITLE-8.4/2020-09-04/Code of Virginia - Title 8.4 - 09.04.2020.xml"
"695","VIRGINIA","VA","","CODE OF VIRGINIA TITLE","VIRGINIA_CODE","TITLE-8.3A","","2020-09-04","","","/home/ekamradt/git/data-dcl/US/US-VA/VIRGINIA_CODE/TITLE-8.3A/2020-09-04/Code of Virginia - Title 8.3A - 09.04.2020.xml"
"696","VIRGINIA","VA","","CODE OF VIRGINIA TITLE","VIRGINIA_CODE","TITLE-8.4A","","2020-09-04","","","/home/ekamradt/git/data-dcl/US/US-VA/VIRGINIA_CODE/TITLE-8.4A/2020-09-04/Code of Virginia - Title 8.4A - 09.04.2020.xml"
"697","VIRGINIA","VA","","CODE OF VIRGINIA TITLE","VIRGINIA_CODE","TITLE-8.8A","","2020-09-04","","","/home/ekamradt/git/data-dcl/US/US-VA/VIRGINIA_CODE/TITLE-8.8A/2020-09-04/Code of Virginia - Title 8.8A - 09.04.2020.xml"
"698","WASHINGTON","WA","","ADMINISTRATIVE CODE","","","","","","","/home/ekamradt/git/data-dcl/US/US-WA/sdc-washington-administrative-code.xml"
"699","WASHINGTON","WA","","REVISED CODE OF WASHINGTON","","","","","","","/home/ekamradt/git/data-dcl/US/US-WA/sdc-revised-code-of-washington.xml"
"700","MAINE","ME","","ADMIN CODE","","","","","{{AGENCY}}-{{CHAPTER}} Code Me. R. § {{SECTION}}","","/home/ekamradt/git/data-dcl/US/US-ME/sdc-maine-admin-code.xml"
"701","MAINE","ME","","REVISED STATUTES","","","","","","","/home/ekamradt/git/data-dcl/US/US-ME/sdc-maine-revised-statutes.xml"
"702","SOUTH DAKOTA","SD","","SD STATUTES","","","","","S.D. Codified Laws § {{TITLE}}-{{CHAPTER}}-{{SECTION}}","S.D. Codified Laws § 1-1-1","/home/ekamradt/git/data-dcl/US/US-SD/sdc-sd-statutes.xml"
"703","SOUTH DAKOTA","SD","","SD ADMIN CODE","","","","","","","/home/ekamradt/git/data-dcl/US/US-SD/sdc-sd-admin-code.xml"
"704","RHODE ISLAND","RI","","RI STATUTES","","","","","{{TITLE}} R.I. Gen. Laws § {{SECTION}}","6 R.I. Gen Stat. § 6-26.1-1","/home/ekamradt/git/data-dcl/US/US-RI/sdc-ri-statutes.xml"
"705","RHODE ISLAND","RI","","SDC CODE OF REGULATIONS","","","","","","","/home/ekamradt/git/data-dcl/US/US-RI/SDC-rhode-island-code-of-regulations.xml"
"706","COLORADO","CO","","COLO ADMIN CODE","","","","","Colo. Code Regs. § {{DIVISION}}-{{CCR}}","Colo. Code Regs. § 101-9","/home/ekamradt/git/data-dcl/US/US-CO/sdc-colo-admin-code.xml"
"707","COLORADO","CO","","REVISED STATUTES","","","","","Colo. Rev. Stat. § {{TITLE}}-{{ARTICLE}}-{{SECTION}}","","/home/ekamradt/git/data-dcl/US/US-CO/sdc-colorado-revised-statutes.xml"
"708","ARIZONA","AZ","","REVISED STATUTES","","","","","Ariz. Rev. Stat. § {{TITLE}}-{{SECTION}}","Ariz. Rev. Stat. § 1-101","/home/ekamradt/git/data-dcl/US/US-AZ/sdc-arizona-revised-statutes.xml"
"709","ARIZONA","AZ","","ADMINISTRATIVE CODE","","","","","","","/home/ekamradt/git/data-dcl/US/US-AZ/sdc-arizona-administrative-code.xml"
"710","MONTANA","MT","","ADMINISTRATIVE RULES","","","","","","Mont. Admin. R. 1.1.101","/home/ekamradt/git/data-dcl/US/US-MT/sdc-montana-administrative-rules.xml"
"711","MONTANA","MT","","CODE","","","","","Mont. Code § {{TITLE}}-{{CHAPTER}}-{{SECTION}}","Mont. Code § 1-1-202","/home/ekamradt/git/data-dcl/US/US-MT/sdc-montana-code.xml"
"712","NEW JERSEY","NJ","","REVISED STATUTES","","","","","","","/home/ekamradt/git/data-dcl/US/US-NJ/sdc-new-jersey-revised-statutes.xml"
"713","NEW JERSEY","NJ","","NEW JERSEY STATUTES TITLE","NEW_JERSEY_STATUTES","TITLE 13","","2020-12-11","","","/home/ekamradt/git/data-dcl/US/US-NJ/NEW_JERSEY_STATUTES/TITLE 13/2020-12-11/New Jersey Statutes - TITLE 13 - 12.11.2020.xml"
"714","NEW HAMPSHIRE","NH","","REVISED STATUTES","","","","","","","/home/ekamradt/git/data-dcl/US/US-NH/sdc-new-hampshire-revised-statutes.xml"
"715","DISTRICT OF COLUMBIA","DC","","CODE","","","","","","","/home/ekamradt/git/data-dcl/US/US-DC/sdc-district-of-columbia-code.xml"
"716","DISTRICT OF COLUMBIA","DC","","BILLS","","","","","","","/home/ekamradt/git/data-dcl/US/US-DC/brd-district-of-columbia-bills.xml"
"717","INDIANA","IN","","ADMIN CODE","","","","","{{TITLE}} Ind. Admin. Code {{REGULATION}}","50 Ind. Admin. Code 10-1-1","/home/ekamradt/git/data-dcl/US/US-IN/sdc-indiana-admin-code.xml"
"718","INDIANA","IN","","CODE","","","","","","","/home/ekamradt/git/data-dcl/US/US-IN/sdc-indiana-code.xml"
"719","NEW YORK","NY","","LAWS","","","","","","","/home/ekamradt/git/data-dcl/US/US-NY/sdc-new-york-laws.xml"
"720","NEW YORK","NY","","NY ADMIN CODE","","","","","N.Y. Comp. Codes R. &amp; Regs. tit. {{TITLE}}, § {{PART}}.{{SECTION}}","N.Y. Comp. Codes R. &amp; Regs. tit. 1, § 1.1","/home/ekamradt/git/data-dcl/US/US-NY/sdc-ny-admin-code.xml"
"721","NEVADA","NV","","BILLS","","","","","","","/home/ekamradt/git/data-dcl/US/US-NV/brd-nevada-bills.xml"
"722","NEVADA","NV","","ADMIN CODE","","","","","","","/home/ekamradt/git/data-dcl/US/US-NV/sdc-nevada-admin-code.xml"
"723","NEVADA","NV","","REVISED STATUTES","","","","","Nev. Rev. Stat. § {{CHAPTER}}.{{SECTION}}","","/home/ekamradt/git/data-dcl/US/US-NV/sdc-nevada-revised-statutes.xml"
"724","TENNESSEE","TN","","BILLS","","","","","","","/home/ekamradt/git/data-dcl/US/US-TN/brd-tennessee-bills.xml"
"725","IOWA","IA","","ADMIN CODE","","","","","Iowa Admin. Code r. {{SECTION}}","Iowa Admin. Code r. 11.20.1","/home/ekamradt/git/data-dcl/US/US-IA/sdc-iowa-admin-code.xml"
"726","IOWA","IA","","SDC CODE","","","","","","","/home/ekamradt/git/data-dcl/US/US-IA/SDC-iowa-code.xml"
"727","MASSACHUSETTS","MA","","GENERAL LAWS","","","","","Mass. Gen. Laws ch. {{CHAPTER}}, § {{SECTION}}","Mass. Gen. Laws ch. 1, § 1","/home/ekamradt/git/data-dcl/US/US-MA/sdc-massachusetts-general-laws.xml"
"728","MASSACHUSETTS","MA","","CODE OF REGULATIONS","","","","","","","/home/ekamradt/git/data-dcl/US/US-MA/sdc-massachusetts-code-of-regulations.xml"
"729","WEST VIRGINIA","WV","","SDC CODE","","","","","","","/home/ekamradt/git/data-dcl/US/US-WV/SDC-west-virginia-code.xml"
"730","ILLINOIS","IL","","REGISTER","","","","","","","/home/ekamradt/git/data-dcl/US/US-IL/brd-illinois-register.xml"
"731","ILLINOIS","IL","","COMPILED STATUTES","","","","","","","/home/ekamradt/git/data-dcl/US/US-IL/sdc-illinois-compiled-statutes.xml"
"732","ILLINOIS","IL","","ADMIN CODE","","","","","Ill. Admin. Code tit. {{TITLE}}, § {{PART}}{{SECTION}}","Ill. Admin. Code. tit. 1, § 100.100","/home/ekamradt/git/data-dcl/US/US-IL/sdc-illinois-admin-code.xml"
"733","ILLINOIS","IL","","ILLINOIS BILLS","ILLINOIS_BILLS","GA-101","SB-0069","2019-08-16","","","/home/ekamradt/git/data-dcl/US/US-IL/ILLINOIS_BILLS/GA-101_SB-0069/2019-08-16/Illinois Bills - SB0069 - 09.17.2020.xml"
"734","ILLINOIS","IL","","ILLINOIS BILLS","ILLINOIS_BILLS","GA-101","HB-2988","2019-04-19","","","/home/ekamradt/git/data-dcl/US/US-IL/ILLINOIS_BILLS/GA-101_HB-2988/2019-04-19/Illinois Bills - HB2988 - 09.17.2020.xml"
"735","ILLINOIS","IL","","ILLINOIS BILLS","ILLINOIS_BILLS","GA-101","SB-1852","2019-06-21","","","/home/ekamradt/git/data-dcl/US/US-IL/ILLINOIS_BILLS/GA-101_SB-1852/2019-06-21/Illinois Bills - SB1852 - 09.17.2020.xml"
"736","ILLINOIS","IL","","ILLINOIS BILLS","ILLINOIS_BILLS","GA-101","SB-0526","2019-06-14","","","/home/ekamradt/git/data-dcl/US/US-IL/ILLINOIS_BILLS/GA-101_SB-0526/2019-06-14/Illinois Bills - SB0526 - 09.17.2020.xml"
"737","ILLINOIS","IL","","ILLINOIS BILLS","ILLINOIS_BILLS","GA-101","SB-1474","2019-04-12","","","/home/ekamradt/git/data-dcl/US/US-IL/ILLINOIS_BILLS/GA-101_SB-1474/2019-04-12/Illinois Bills - SB1474 - 09.17.2020.xml"
"738","ILLINOIS","IL","","ILLINOIS BILLS","ILLINOIS_BILLS","GA-101","SB-1596","2019-05-17","","","/home/ekamradt/git/data-dcl/US/US-IL/ILLINOIS_BILLS/GA-101_SB-1596/2019-05-17/Illinois Bills - SB1596 - 09.17.2020.xml"
"739","ILLINOIS","IL","","ILLINOIS BILLS","ILLINOIS_BILLS","GA-101","HB-2040","2019-06-21","","","/home/ekamradt/git/data-dcl/US/US-IL/ILLINOIS_BILLS/GA-101_HB-2040/2019-06-21/Illinois Bills - HB2040 - 09.17.2020.xml"
"740","ILLINOIS","IL","","ILLINOIS BILLS","ILLINOIS_BILLS","GA-101","HB-2028","2019-06-26","","","/home/ekamradt/git/data-dcl/US/US-IL/ILLINOIS_BILLS/GA-101_HB-2028/2019-06-26/Illinois Bills - HB2028 - 09.17.2020.xml"
"741","ILLINOIS","IL","","ILLINOIS BILLS","ILLINOIS_BILLS","GA-101","HB-2837","2019-06-21","","","/home/ekamradt/git/data-dcl/US/US-IL/ILLINOIS_BILLS/GA-101_HB-2837/2019-06-21/Illinois Bills - HB2837 - 09.17.2020.xml"
"742","ILLINOIS","IL","","ILLINOIS BILLS","","","","","","","/home/ekamradt/git/data-dcl/US/US-IL/ILLINOIS_BILLS/101ST_GENERAL_ASSEMBLY/SB0471/2020-08-07/Illinois Bills - SB0471 - 10.06.2020.xml"
"743","ILLINOIS","IL","","ILLINOIS BILLS","ILLINOIS_BILLS","GA-101","HB-2071","2019-06-07","","","/home/ekamradt/git/data-dcl/US/US-IL/ILLINOIS_BILLS/GA-101_HB-2071/2019-06-07/Illinois Bills - HB2071 - 09.17.2020.xml"
"744","ILLINOIS","IL","","ILLINOIS BILLS","ILLINOIS_BILLS","GA-101","SB-1854","2019-06-21","","","/home/ekamradt/git/data-dcl/US/US-IL/ILLINOIS_BILLS/GA-101_SB-1854/2019-06-21/Illinois Bills - SB1854 - 09.17.2020.xml"
"745","ILLINOIS","IL","","ILLINOIS BILLS","ILLINOIS_BILLS","GA-101","HB-2472","2019-06-21","","","/home/ekamradt/git/data-dcl/US/US-IL/ILLINOIS_BILLS/GA-101_HB-2472/2019-06-21/Illinois Bills - HB2472 - 09.17.2020.xml"
"746","ILLINOIS","IL","","ILLINOIS BILLS","ILLINOIS_BILLS","GA-101","SB-1890","2019-06-20","","","/home/ekamradt/git/data-dcl/US/US-IL/ILLINOIS_BILLS/GA-101_SB-1890/2019-06-20/Illinois Bills - SB1890 - 09.17.2020.xml"
"747","ILLINOIS","IL","","ILLINOIS BILLS","ILLINOIS_BILLS","GA-101","HB-1613","2019-06-21","","","/home/ekamradt/git/data-dcl/US/US-IL/ILLINOIS_BILLS/GA-101_HB-1613/2019-06-21/Illinois Bills - HB1613 - 09.17.2020.xml"
"748","ILLINOIS","IL","","ILLINOIS BILLS","ILLINOIS_BILLS","GA-101","HB-1637","2019-06-21","","","/home/ekamradt/git/data-dcl/US/US-IL/ILLINOIS_BILLS/GA-101_HB-1637/2019-06-21/Illinois Bills - HB1637 - 09.17.2020.xml"
"749","ILLINOIS","IL","","ILLINOIS BILLS","ILLINOIS_BILLS","GA-101","SB-1332","2019-08-19","","","/home/ekamradt/git/data-dcl/US/US-IL/ILLINOIS_BILLS/GA-101_SB-1332/2019-08-19/Illinois Bills - SB1332 - 09.17.2020.xml"
"750","ILLINOIS","IL","","ILLINOIS BILLS","ILLINOIS_BILLS","GA-101","HB-2841","2019-06-14","","","/home/ekamradt/git/data-dcl/US/US-IL/ILLINOIS_BILLS/GA-101_HB-2841/2019-06-14/Illinois Bills - HB2841 - 09.17.2020.xml"
